date,open,high,low,close,volume
2020-01-02,122.35,125.17,122.25,125.16,1315972
2020-01-03,123.9,125.54,123.11,124.75,958779
2020-01-06,124.16,125.57,123.28,125.52,771309
2020-01-07,125.42,126.67,125.25,126.02,826735
2020-01-08,126.5,128.0,126.25,127.22,751109
2020-01-09,127.69,128.48,126.83,128.28,903172
2020-01-10,128.43,128.87,127.13,127.46,955014
2020-01-13,127.97,131.07,127.82,131.03,1729812
2020-01-14,131.04,131.25,129.42,129.73,980790
2020-01-15,129.72,130.72,129.01,130.15,663060
2020-01-16,131.02,132.04,130.74,132.02,921932
2020-01-17,132.49,132.76,131.59,132.26,1418615
2020-01-21,131.74,132.92,131.6,132.3,1491467
2020-01-22,132.91,133.54,132.24,132.59,1178132
2020-01-23,131.44,133.25,130.64,133.21,1108414
2020-01-24,133.96,134.56,130.37,131.18,1019888
2020-01-27,130.02,130.7,127.43,128.54,1197425
2020-01-28,130.09,131.94,129.07,131.3,1336044
2020-01-29,134.15,137.49,132.5,136.12,1782911
2020-01-30,132.4,136.65,132.28,136.57,1521112
2020-01-31,136.25,136.34,133.09,133.53,1954830
2020-02-03,134.28,136.0,133.15,134.52,1477809
2020-02-04,136.5,137.9,135.7,136.81,1122490
2020-02-05,138.98,138.99,135.69,137.94,1172592
2020-02-06,138.2,139.47,136.95,137.77,1058006
2020-02-07,137.29,138.57,136.77,138.24,729016
2020-02-10,138.0,138.8,137.41,138.48,783067
2020-02-11,139.05,139.82,138.26,138.61,751251
2020-02-12,138.87,139.5,137.12,138.48,940296
2020-02-13,138.01,138.01,136.13,136.42,1258225
2020-02-14,136.46,137.49,136.11,137.39,713895
2020-02-18,137.4,138.2,136.64,137.78,870701
2020-02-19,138.33,139.36,137.5,139.06,866752
2020-02-20,138.91,139.35,136.83,137.74,1105068
2020-02-21,137.64,137.64,134.84,136.27,1059010
2020-02-24,132.36,133.23,130.91,131.75,1288842
2020-02-25,132.74,133.2,125.98,126.54,1865959
2020-02-26,127.2,129.35,126.58,126.61,1697208
2020-02-27,123.86,125.3,119.76,119.84,2036102
2020-02-28,115.93,118.11,113.69,118.01,3329692
2020-03-02,119.11,125.67,117.76,125.48,2737047
2020-03-03,124.44,126.59,121.1,123.49,2985902
2020-03-04,125.36,128.94,124.04,128.76,2005894
2020-03-05,125.04,125.23,119.96,122.01,2083924
2020-03-06,116.78,118.37,113.89,116.75,2228735
2020-03-09,106.15,110.81,103.5,103.64,3009096
2020-03-10,108.13,113.73,106.2,112.79,2795268
2020-03-11,109.08,110.15,103.97,105.52,2359215
2020-03-12,97.08,100.81,91.68,91.73,3494035
2020-03-13,97.35,107.36,95.01,107.33,3063404
2020-03-16,91.84,108.55,88.3,97.55,3687442
2020-03-17,99.3,108.96,97.1,108.11,3420632
2020-03-18,101.55,109.54,98.61,108.41,3937207
2020-03-19,107.12,109.16,100.62,102.61,3098148
2020-03-20,102.4,102.4,90.0,90.34,3946689
2020-03-23,89.98,90.55,82.51,85.42,3411652
2020-03-24,90.15,93.03,87.49,89.5,3037211
2020-03-25,90.58,95.67,88.84,92.99,4559541
2020-03-26,94.72,102.03,93.01,101.34,2229902
2020-03-27,99.22,101.89,95.66,98.43,1625885
2020-03-30,97.84,100.33,95.72,98.83,1966356
