date,open,high,low,close,volume
2020-01-02,252.0,255.85,251.01,255.85,204827
2020-01-03,253.2,263.81,251.91,263.5,408074
2020-01-06,265.97,267.27,262.86,265.0,454469
2020-01-07,265.0,268.33,263.05,267.46,432949
2020-01-08,268.69,272.78,266.31,268.96,1054985
2020-01-09,269.92,277.02,269.04,276.01,962008
2020-01-10,276.25,279.71,270.56,270.94,384335
2020-01-13,271.3,275.37,270.19,274.82,185296
2020-01-14,273.47,273.47,270.43,271.39,308385
2020-01-15,271.69,276.01,271.69,274.1,237010
2020-01-16,275.37,277.06,274.78,276.57,344246
2020-01-17,278.28,278.39,276.78,277.81,201536
2020-01-21,277.0,279.6,275.97,278.57,298847
2020-01-22,276.16,277.08,273.71,275.74,244258
2020-01-23,275.33,278.21,274.38,277.1,167358
2020-01-24,277.76,277.8,274.43,276.47,227106
2020-01-27,272.07,275.48,271.22,274.11,231283
2020-01-28,274.86,276.95,271.35,274.3,319540
2020-01-29,275.09,275.32,262.08,264.34,607158
2020-01-30,261.59,265.97,261.59,265.81,270438
2020-01-31,265.03,265.65,258.86,261.0,383946
2020-02-03,262.63,266.51,260.74,261.35,272611
2020-02-04,264.12,267.08,264.0,265.06,249661
2020-02-05,267.0,270.45,265.44,269.56,224357
2020-02-06,271.01,271.01,267.99,268.18,201097
2020-02-07,267.63,269.61,267.37,269.14,187411
2020-02-10,268.72,271.14,266.66,268.92,241745
2020-02-11,270.16,270.6,266.14,268.07,270128
2020-02-12,269.24,270.08,266.0,270.08,363369
2020-02-13,260.07,264.65,249.08,250.36,635606
2020-02-14,251.74,252.35,245.35,246.21,523236
2020-02-18,245.0,245.11,237.25,237.5,668203
2020-02-19,239.28,240.32,235.07,235.7,538280
2020-02-20,235.02,239.52,234.93,237.42,362240
2020-02-21,236.31,237.48,234.14,236.02,246290
2020-02-24,231.54,236.37,229.46,234.84,365313
2020-02-25,235.31,235.86,221.64,222.83,380196
2020-02-26,224.41,227.29,218.97,219.76,424558
2020-02-27,212.98,219.32,211.28,215.25,669048
2020-02-28,208.48,212.38,200.91,205.53,1072449
2020-03-02,207.58,210.71,203.03,209.64,924148
2020-03-03,210.49,216.69,206.37,207.6,879201
2020-03-04,212.55,220.67,209.55,219.54,414992
2020-03-05,214.01,216.63,208.32,209.69,378788
2020-03-06,204.15,208.69,199.72,204.29,552288
2020-03-09,196.17,202.57,191.06,194.85,653625
2020-03-10,201.31,209.46,196.27,209.4,504028
2020-03-11,203.71,205.19,193.36,197.92,562839
2020-03-12,182.45,192.85,176.54,176.66,622759
2020-03-13,185.69,185.69,171.2,178.62,435276
2020-03-16,163.86,170.77,156.47,156.67,455756
2020-03-17,159.17,162.65,149.02,161.1,763949
2020-03-18,150.19,173.35,148.48,172.36,577503
2020-03-19,170.63,195.2,166.71,169.47,583761
2020-03-20,169.68,172.28,157.05,159.32,413621
2020-03-23,158.01,158.54,147.14,153.97,462645
2020-03-24,162.91,168.95,159.31,165.38,407691
2020-03-25,167.69,183.33,164.21,177.44,512298
2020-03-26,178.17,196.7,177.18,195.29,429789
2020-03-27,188.46,192.77,184.61,185.59,473910
2020-03-30,186.5,192.25,184.73,189.54,385217
2020-03-31,187.6,190.22,179.22,182.21,519784
2020-04-01,174.6,177.83,170.03,173.14,402077
2020-04-02,171.95,184.03,171.42,180.64,361842
2020-04-03,178.1,184.49,177.11,181.04,345894
2020-04-06,187.28,195.89,187.28,193.71,336333
2020-04-07,200.08,202.26,191.56,191.74,246418
2020-04-08,195.04,198.1,192.83,195.44,272396
2020-04-09,198.0,198.89,190.87,192.39,436865
2020-04-13,192.77,196.05,190.88,194.59,217138
2020-04-14,198.41,200.48,194.91,197.02,233165
2020-04-15,194.28,195.04,187.77,190.98,267579
2020-04-16,190.95,194.14,189.48,192.48,265927
2020-04-17,197.01,198.83,193.01,195.96,533623
2020-04-20,195.52,196.16,192.02,192.26,324121
2020-04-21,188.91,190.76,181.93,184.45,333477
2020-04-22,188.66,189.92,185.21,186.23,311544
2020-04-23,187.18,189.97,185.48,186.77,269450
2020-04-24,188.12,188.18,183.35,184.5,248879
2020-04-27,185.66,189.64,184.05,188.26,434141
2020-04-28,187.56,193.2,187.3,191.27,352654
2020-04-29,194.99,197.79,190.66,195.55,307850
2020-04-30,192.97,192.97,188.25,191.41,342846
2020-05-01,188.58,189.33,182.11,185.67,432166
2020-05-04,183.84,183.84,176.24,179.98,424427
2020-05-05,181.96,185.61,181.77,182.67,319909
2020-05-06,184.09,184.64,177.89,178.65,338983
2020-05-07,181.25,188.27,171.7,173.31,768668
2020-05-08,175.0,184.42,175.0,180.58,554116
2020-05-11,179.11,182.32,176.77,178.11,343186
2020-05-12,178.84,180.86,173.51,173.52,359253
2020-05-13,172.02,172.77,168.59,170.26,280528
2020-05-14,167.84,172.3,165.46,172.22,318973
2020-05-15,166.65,173.28,166.65,170.54,295314
2020-05-18,176.68,181.65,175.88,180.41,458320
2020-05-19,180.91,180.91,173.46,173.5,358547
2020-05-20,175.89,178.66,174.5,175.11,340344
2020-05-21,177.44,182.61,177.43,181.5,302155
2020-05-22,183.87,184.61,178.23,182.77,430750
2020-05-26,188.5,195.25,188.5,193.42,421429
2020-05-27,196.92,206.04,196.92,205.92,432258
2020-05-28,208.7,209.96,200.03,200.68,345178
2020-05-29,198.11,201.65,196.33,199.89,354059
2020-06-01,199.72,203.75,194.55,195.53,353420
