date,open,high,low,close,volume
2020-01-02,106.53,107.63,106.29,107.58,675690
2020-01-03,106.0,106.48,105.21,105.37,995938
2020-01-06,104.6,105.3,104.29,105.24,878938
2020-01-07,105.27,106.4,105.22,105.82,686202
2020-01-08,106.12,106.96,105.81,106.79,1099881
2020-01-09,106.44,108.26,106.21,108.13,1001625
2020-01-10,108.01,108.12,106.71,106.99,1035935
2020-01-13,107.35,108.72,107.02,108.68,1066461
2020-01-14,108.74,108.95,107.63,108.0,1133182
2020-01-15,107.33,107.89,106.6,107.02,907310
2020-01-16,105.97,108.25,105.96,107.93,966996
2020-01-17,108.73,109.59,108.29,109.38,2064606
2020-01-21,108.79,109.88,108.57,108.57,1774724
2020-01-22,102.33,106.68,101.24,105.06,3113262
2020-01-23,104.45,104.54,102.25,104.07,1583384
2020-01-24,104.35,104.51,101.0,101.62,1319823
2020-01-27,99.23,100.36,98.36,98.46,1305593
2020-01-28,99.27,100.33,98.8,99.75,1192018
2020-01-29,100.24,100.88,99.6,99.64,1057971
2020-01-30,99.01,101.09,98.46,101.05,710134
2020-01-31,100.25,101.07,97.39,97.81,1253284
2020-02-03,98.84,100.03,97.48,97.66,1643523
2020-02-04,99.76,101.01,98.31,100.42,1374207
2020-02-05,102.24,103.6,102.01,103.42,797230
2020-02-06,104.12,104.44,102.21,102.65,790805
2020-02-07,101.53,101.98,101.13,101.26,765676
2020-02-10,101.05,101.34,100.69,101.06,535302
2020-02-11,101.51,103.49,101.46,102.89,1003802
2020-02-12,104.0,104.45,102.25,102.43,704115
2020-02-13,102.04,102.44,101.17,101.21,705210
2020-02-14,100.94,101.42,100.12,101.2,688765
2020-02-18,101.02,101.36,99.84,100.83,667859
2020-02-19,101.17,103.18,101.17,103.07,690970
2020-02-20,102.65,104.25,102.5,102.7,753040
2020-02-21,101.86,102.11,100.58,101.94,990408
2020-02-24,97.75,98.97,95.96,96.53,1437117
2020-02-25,96.75,97.34,90.8,91.13,1748631
2020-02-26,92.37,93.17,88.72,89.37,2473651
2020-02-27,87.37,90.59,86.63,87.68,3088158
2020-02-28,84.57,87.83,83.16,87.76,3582349
2020-03-02,87.74,88.55,84.7,88.49,3152636
2020-03-03,88.19,89.57,81.75,83.44,2853805
2020-03-04,84.73,85.78,81.93,85.05,1837900
2020-03-05,81.29,81.84,79.8,80.89,2639692
2020-03-06,78.39,79.5,76.34,77.64,2610532
2020-03-09,70.95,73.02,69.21,70.83,3275942
2020-03-10,74.31,75.47,70.85,74.36,2592141
2020-03-11,71.9,73.62,69.93,71.47,2477804
2020-03-12,65.11,69.4,63.02,63.04,3488080
2020-03-13,67.66,76.35,66.34,76.05,3533951
2020-03-16,64.09,70.7,61.74,62.22,2885228
2020-03-17,64.36,68.74,61.51,68.55,3567795
2020-03-18,64.43,69.81,63.28,66.18,2953901
2020-03-19,65.13,72.01,62.86,67.41,2586673
2020-03-20,67.56,69.38,64.0,64.56,2422868
2020-03-23,65.17,65.29,60.67,63.11,2312236
2020-03-24,66.16,70.25,66.14,69.86,1936809
2020-03-25,70.43,75.78,67.66,72.86,1827910
2020-03-26,73.57,75.9,72.56,75.35,1585757
2020-03-27,72.71,75.45,71.82,73.98,1582089
